[22, 22, 28, 30, 38, 23, 36];[21.0, 21.0, 25.0, 28.0, 34.0, 23.0, 35.0]
[28, 25, 32, 32, 21, 40, 21];[25.0, 25.0, 31.0, 32.0, 20.0, 32.0, 20.0]
[24, 36, 40, 33, 23, 25, 18];[24.0, 34.0, 39.0, 32.0, 22.0, 25.0, 18.0]
[27, 29, 27, 24, 35, 18, 39];[23.0, 23.0, 24.0, 20.0, 32.0, 11.0, 33.0]
[27, 23, 22, 40, 29, 29, 29];[25.0, 22.0, 22.0, 35.0, 27.0, 29.0, 27.0]
[28, 36, 25, 24, 36, 25, 25];[25.0, 36.0, 22.0, 24.0, 36.0, 25.0, 24.0]
[16, 23, 23, 32, 37, 40, 28];[16.0, 22.0, 22.0, 31.0, 32.0, 40.0, 28.0]
[26, 32, 13, 32, 33, 32, 31];[24.0, 24.0, 13.0, 30.0, 31.0, 27.0, 31.0]
[22, 18, 29, 24, 38, 27, 41];[18.0, 18.0, 28.0, 23.0, 35.0, 26.0, 37.0]
[41, 27, 19, 27, 28, 29, 28];[40.0, 27.0, 19.0, 27.0, 27.0, 29.0, 28.0]
[32, 26, 29, 31, 34, 25, 22];[30.0, 22.0, 24.0, 29.0, 30.0, 23.0, 21.0]
[31, 26, 27, 40, 28, 26, 21];[30.0, 25.0, 26.0, 38.0, 28.0, 25.0, 20.0]
[31, 32, 29, 33, 28, 20, 26];[29.0, 29.0, 27.0, 30.0, 25.0, 20.0, 25.0]
[32, 21, 25, 25, 36, 29, 31];[28.0, 16.0, 18.0, 22.0, 31.0, 26.0, 26.0]
[34, 33, 28, 20, 28, 35, 21];[29.0, 33.0, 28.0, 19.0, 28.0, 34.0, 18.0]
[33, 29, 32, 23, 29, 24, 29];[32.0, 29.0, 31.0, 19.0, 28.0, 24.0, 28.0]
[33, 38, 34, 24, 19, 33, 17];[31.0, 35.0, 34.0, 24.0, 18.0, 21.0, 17.0]
[24, 32, 29, 27, 30, 33, 23];[23.0, 32.0, 29.0, 26.0, 30.0, 33.0, 21.0]
[35, 32, 29, 17, 33, 28, 25];[33.0, 28.0, 25.0, 16.0, 33.0, 26.0, 24.0]
[24, 31, 29, 26, 27, 24, 38];[23.0, 30.0, 29.0, 23.0, 27.0, 21.0, 35.0]
[32, 31, 26, 28, 23, 30, 28];[30.0, 30.0, 23.0, 26.0, 23.0, 30.0, 25.0]
[26, 32, 31, 27, 40, 22, 21];[25.0, 28.0, 31.0, 22.0, 32.0, 20.0, 18.0]
[29, 29, 18, 25, 24, 53, 20];[29.0, 28.0, 17.0, 14.0, 24.0, 42.0, 19.0]
[47, 24, 26, 21, 38, 29, 14];[43.0, 23.0, 23.0, 21.0, 35.0, 28.0, 12.0]
[22, 32, 36, 38, 26, 24, 21];[18.0, 31.0, 34.0, 34.0, 25.0, 21.0, 17.0]
[27, 34, 27, 31, 32, 26, 21];[20.0, 26.0, 15.0, 28.0, 29.0, 21.0, 18.0]
[23, 31, 27, 33, 20, 39, 26];[21.0, 29.0, 25.0, 31.0, 19.0, 37.0, 24.0]
[23, 33, 26, 19, 29, 32, 37];[21.0, 31.0, 25.0, 18.0, 26.0, 31.0, 36.0]
[29, 17, 30, 26, 26, 38, 33];[27.0, 17.0, 29.0, 24.0, 22.0, 34.0, 32.0]
[31, 49, 33, 22, 26, 21, 17];[27.0, 49.0, 32.0, 18.0, 22.0, 20.0, 14.0]
