[26, 25, 20, 25, 34, 36, 32];[26.0, 25.0, 20.0, 24.0, 34.0, 36.0, 32.0]
[30, 35, 23, 29, 34, 30, 18];[30.0, 35.0, 22.0, 29.0, 32.0, 29.0, 18.0]
[25, 29, 19, 44, 14, 51, 17];[25.0, 28.0, 18.0, 44.0, 14.0, 51.0, 17.0]
[33, 32, 18, 23, 32, 26, 35];[33.0, 32.0, 17.0, 23.0, 32.0, 26.0, 32.0]
[16, 19, 6, 25, 58, 64, 10];[16.0, 19.0, 6.0, 25.0, 58.0, 64.0, 10.0]
[26, 22, 32, 31, 25, 23, 40];[25.0, 22.0, 32.0, 31.0, 25.0, 23.0, 36.0]
[38, 42, 23, 14, 29, 28, 25];[38.0, 39.0, 23.0, 14.0, 29.0, 28.0, 25.0]
[26, 33, 32, 26, 33, 25, 24];[25.0, 31.0, 32.0, 26.0, 33.0, 25.0, 24.0]
[26, 21, 33, 32, 32, 27, 28];[26.0, 21.0, 33.0, 32.0, 32.0, 27.0, 28.0]
[26, 44, 18, 24, 29, 31, 27];[26.0, 39.0, 18.0, 24.0, 29.0, 31.0, 24.0]
[22, 28, 30, 38, 23, 38, 20];[21.0, 28.0, 29.0, 37.0, 22.0, 35.0, 19.0]
[29, 19, 40, 22, 29, 34, 26];[22.0, 18.0, 39.0, 20.0, 29.0, 33.0, 25.0]
[21, 29, 25, 30, 29, 27, 38];[20.0, 28.0, 25.0, 30.0, 29.0, 26.0, 37.0]
[29, 29, 25, 18, 24, 36, 38];[28.0, 29.0, 24.0, 18.0, 22.0, 36.0, 37.0]
[14, 10, 11, 21, 9, 124, 10];[14.0, 10.0, 10.0, 21.0, 9.0, 124.0, 10.0]
[29, 26, 33, 34, 24, 30, 23];[27.0, 26.0, 33.0, 33.0, 24.0, 29.0, 23.0]
[20, 30, 38, 22, 30, 31, 28];[20.0, 30.0, 37.0, 22.0, 30.0, 31.0, 27.0]
[21, 18, 26, 27, 28, 46, 33];[21.0, 18.0, 25.0, 26.0, 27.0, 45.0, 33.0]
[20, 32, 34, 33, 31, 24, 25];[19.0, 32.0, 33.0, 33.0, 31.0, 24.0, 24.0]
[42, 20, 41, 30, 24, 17, 25];[42.0, 20.0, 41.0, 30.0, 24.0, 16.0, 24.0]
[39, 26, 26, 25, 37, 19, 27];[39.0, 26.0, 26.0, 25.0, 37.0, 19.0, 25.0]
[13, 15, 17, 15, 7, 121, 11];[12.0, 14.0, 17.0, 14.0, 6.0, 121.0, 11.0]
[25, 18, 39, 33, 34, 24, 26];[25.0, 17.0, 38.0, 32.0, 33.0, 24.0, 25.0]
[24, 32, 28, 32, 18, 32, 32];[24.0, 32.0, 27.0, 31.0, 18.0, 31.0, 30.0]
[25, 29, 14, 27, 33, 33, 38];[24.0, 29.0, 14.0, 27.0, 33.0, 33.0, 37.0]
[19, 22, 39, 27, 28, 28, 36];[19.0, 22.0, 39.0, 27.0, 28.0, 27.0, 35.0]
[34, 34, 33, 32, 13, 24, 29];[34.0, 33.0, 33.0, 31.0, 13.0, 21.0, 28.0]
[27, 36, 35, 20, 26, 31, 24];[27.0, 36.0, 34.0, 20.0, 26.0, 31.0, 23.0]
[28, 29, 26, 29, 24, 38, 25];[28.0, 28.0, 26.0, 28.0, 22.0, 37.0, 24.0]
[14, 36, 34, 27, 22, 25, 41];[13.0, 36.0, 34.0, 27.0, 22.0, 25.0, 41.0]
[21, 29, 26, 28, 33, 37, 25];[21.0, 29.0, 25.0, 27.0, 32.0, 36.0, 25.0]
[38, 25, 34, 21, 40, 13, 28];[38.0, 25.0, 34.0, 21.0, 40.0, 13.0, 27.0]
[27, 29, 21, 43, 23, 33, 23];[27.0, 29.0, 20.0, 43.0, 22.0, 32.0, 23.0]
[18, 33, 33, 26, 33, 31, 25];[18.0, 32.0, 29.0, 23.0, 32.0, 31.0, 24.0]
[37, 19, 44, 25, 25, 25, 24];[37.0, 19.0, 43.0, 24.0, 24.0, 24.0, 24.0]
[28, 33, 28, 23, 27, 36, 23];[28.0, 31.0, 27.0, 23.0, 27.0, 35.0, 22.0]
[33, 26, 17, 42, 30, 32, 19];[33.0, 26.0, 17.0, 39.0, 30.0, 32.0, 18.0]
[28, 34, 17, 38, 25, 40, 17];[27.0, 34.0, 17.0, 38.0, 25.0, 40.0, 17.0]
[24, 22, 28, 42, 36, 29, 18];[23.0, 22.0, 28.0, 40.0, 36.0, 29.0, 18.0]
[30, 26, 24, 26, 28, 40, 24];[29.0, 24.0, 24.0, 25.0, 26.0, 40.0, 21.0]
[38, 32, 24, 15, 31, 25, 34];[32.0, 30.0, 23.0, 13.0, 30.0, 25.0, 34.0]
[18, 22, 31, 22, 32, 40, 34];[17.0, 22.0, 31.0, 21.0, 30.0, 40.0, 34.0]
[26, 26, 37, 26, 27, 23, 34];[26.0, 26.0, 37.0, 26.0, 27.0, 23.0, 34.0]
[33, 31, 28, 21, 33, 28, 25];[30.0, 31.0, 28.0, 21.0, 32.0, 27.0, 24.0]
[31, 30, 30, 22, 28, 21, 37];[31.0, 30.0, 29.0, 22.0, 27.0, 21.0, 36.0]
[23, 20, 25, 24, 45, 34, 28];[23.0, 19.0, 25.0, 24.0, 44.0, 34.0, 27.0]
[34, 32, 33, 28, 13, 31, 28];[34.0, 32.0, 32.0, 26.0, 13.0, 31.0, 27.0]
[27, 25, 29, 24, 37, 29, 28];[27.0, 25.0, 29.0, 24.0, 37.0, 29.0, 28.0]
[21, 22, 31, 26, 28, 32, 39];[21.0, 22.0, 28.0, 26.0, 28.0, 31.0, 39.0]
[22, 27, 33, 42, 34, 16, 24];[22.0, 27.0, 31.0, 42.0, 34.0, 15.0, 24.0]
[25, 32, 15, 45, 30, 26, 26];[25.0, 32.0, 15.0, 45.0, 30.0, 24.0, 26.0]
[35, 18, 25, 33, 25, 15, 48];[33.0, 18.0, 25.0, 32.0, 25.0, 15.0, 48.0]
[28, 29, 27, 34, 23, 28, 30];[26.0, 29.0, 27.0, 34.0, 23.0, 27.0, 30.0]
[30, 36, 24, 30, 23, 37, 20];[30.0, 35.0, 23.0, 29.0, 22.0, 36.0, 20.0]
[23, 35, 20, 33, 28, 33, 26];[23.0, 35.0, 20.0, 32.0, 28.0, 32.0, 26.0]
[33, 26, 27, 21, 34, 34, 24];[31.0, 26.0, 27.0, 21.0, 34.0, 32.0, 24.0]
[37, 17, 36, 23, 25, 25, 36];[34.0, 17.0, 35.0, 23.0, 25.0, 24.0, 34.0]
