[23, 21, 28, 33, 34, 22, 37];[21.0, 21.0, 27.0, 33.0, 31.0, 21.0, 36.0]
[21, 41, 26, 27, 34, 23, 27];[21.0, 39.0, 25.0, 27.0, 34.0, 23.0, 25.0]
[29, 34, 40, 32, 28, 22, 14];[26.0, 31.0, 34.0, 30.0, 27.0, 20.0, 13.0]
[35, 36, 18, 24, 28, 30, 28];[35.0, 34.0, 18.0, 23.0, 28.0, 28.0, 27.0]
[30, 30, 40, 18, 31, 32, 18];[25.0, 30.0, 35.0, 15.0, 30.0, 32.0, 16.0]
[28, 29, 33, 28, 34, 20, 27];[27.0, 29.0, 29.0, 26.0, 30.0, 18.0, 25.0]
[29, 32, 21, 25, 30, 38, 24];[29.0, 26.0, 20.0, 25.0, 29.0, 33.0, 21.0]
[22, 32, 30, 18, 37, 31, 29];[21.0, 31.0, 30.0, 15.0, 37.0, 27.0, 28.0]
[25, 25, 22, 4, 28, 20, 75];[10.0, 24.0, 22.0, 4.0, 28.0, 19.0, 75.0]
[34, 37, 26, 29, 31, 22, 20];[34.0, 36.0, 24.0, 29.0, 30.0, 22.0, 19.0]
[28, 25, 32, 19, 40, 24, 31];[26.0, 25.0, 29.0, 16.0, 32.0, 22.0, 28.0]
[28, 23, 15, 40, 35, 34, 24];[28.0, 23.0, 15.0, 40.0, 35.0, 34.0, 24.0]
[30, 26, 32, 25, 30, 17, 39];[24.0, 26.0, 30.0, 21.0, 26.0, 15.0, 38.0]
[16, 28, 26, 24, 33, 35, 37];[16.0, 28.0, 24.0, 24.0, 31.0, 34.0, 33.0]
[28, 29, 28, 16, 51, 25, 22];[28.0, 23.0, 26.0, 14.0, 48.0, 23.0, 22.0]
[16, 24, 28, 26, 30, 37, 38];[15.0, 24.0, 28.0, 22.0, 29.0, 37.0, 37.0]
[22, 41, 26, 24, 25, 32, 29];[22.0, 40.0, 26.0, 24.0, 24.0, 32.0, 26.0]
[20, 37, 21, 32, 31, 24, 34];[20.0, 36.0, 19.0, 32.0, 31.0, 23.0, 33.0]
[30, 31, 26, 30, 25, 21, 36];[30.0, 31.0, 26.0, 29.0, 22.0, 21.0, 36.0]
[22, 30, 33, 28, 32, 28, 26];[20.0, 29.0, 33.0, 26.0, 31.0, 27.0, 25.0]
[36, 34, 23, 34, 23, 26, 23];[31.0, 30.0, 21.0, 31.0, 21.0, 26.0, 23.0]
[14, 46, 33, 21, 36, 29, 20];[14.0, 42.0, 28.0, 21.0, 36.0, 28.0, 18.0]
[27, 32, 22, 35, 39, 22, 22];[27.0, 30.0, 22.0, 33.0, 36.0, 18.0, 22.0]
[19, 27, 17, 36, 29, 43, 28];[18.0, 23.0, 16.0, 32.0, 24.0, 36.0, 19.0]
[36, 25, 23, 34, 28, 34, 19];[34.0, 23.0, 23.0, 34.0, 28.0, 32.0, 18.0]
[29, 26, 36, 29, 31, 20, 28];[28.0, 26.0, 33.0, 26.0, 30.0, 20.0, 26.0]
[23, 28, 32, 26, 26, 29, 35];[21.0, 26.0, 27.0, 24.0, 26.0, 27.0, 34.0]
[24, 29, 24, 28, 34, 23, 37];[22.0, 28.0, 24.0, 28.0, 33.0, 18.0, 36.0]
[33, 24, 27, 29, 24, 26, 36];[31.0, 22.0, 26.0, 26.0, 22.0, 26.0, 34.0]
[28, 31, 33, 23, 41, 22, 21];[26.0, 28.0, 32.0, 22.0, 41.0, 22.0, 21.0]
[30, 34, 27, 41, 23, 19, 25];[27.0, 31.0, 25.0, 37.0, 20.0, 18.0, 21.0]
[31, 29, 35, 18, 37, 30, 19];[31.0, 28.0, 34.0, 16.0, 35.0, 30.0, 17.0]
[25, 27, 32, 23, 29, 36, 27];[25.0, 27.0, 32.0, 21.0, 28.0, 35.0, 26.0]
[27, 28, 35, 26, 26, 29, 28];[24.0, 26.0, 31.0, 22.0, 23.0, 25.0, 28.0]
[22, 45, 31, 18, 34, 23, 26];[21.0, 42.0, 28.0, 17.0, 31.0, 22.0, 24.0]
[29, 23, 41, 26, 32, 31, 16];[29.0, 23.0, 37.0, 23.0, 32.0, 30.0, 12.0]
[30, 25, 35, 32, 25, 31, 21];[26.0, 21.0, 29.0, 26.0, 23.0, 25.0, 19.0]
[24, 35, 32, 20, 47, 20, 21];[24.0, 30.0, 32.0, 20.0, 47.0, 17.0, 21.0]
[24, 22, 26, 32, 41, 26, 28];[22.0, 18.0, 25.0, 31.0, 39.0, 26.0, 25.0]
[21, 41, 20, 23, 38, 27, 29];[18.0, 34.0, 18.0, 22.0, 38.0, 26.0, 28.0]
[25, 43, 34, 24, 30, 20, 23];[20.0, 36.0, 25.0, 22.0, 24.0, 17.0, 18.0]
[29, 26, 21, 39, 24, 40, 20];[21.0, 26.0, 15.0, 33.0, 20.0, 28.0, 14.0]
[27, 24, 26, 29, 37, 33, 23];[21.0, 22.0, 24.0, 28.0, 34.0, 31.0, 22.0]
[61, 18, 38, 23, 3, 47, 9];[61.0, 18.0, 38.0, 20.0, 3.0, 46.0, 9.0]
[31, 41, 25, 30, 21, 31, 20];[30.0, 40.0, 23.0, 29.0, 18.0, 25.0, 18.0]
[23, 39, 38, 18, 32, 25, 24];[18.0, 33.0, 31.0, 16.0, 32.0, 22.0, 23.0]
[26, 36, 35, 27, 19, 38, 18];[25.0, 36.0, 33.0, 27.0, 19.0, 34.0, 16.0]
[22, 37, 25, 31, 30, 31, 23];[20.0, 35.0, 24.0, 30.0, 28.0, 30.0, 23.0]
[36, 28, 29, 29, 19, 29, 27];[33.0, 26.0, 27.0, 27.0, 18.0, 23.0, 25.0]
